skill,backward_text,original_name
Damage,">Knocked to the floor by Caeldrim's idiotic maneuver, Bellamin picks himself up as Caeldrim attempts to get the crowd's attention. Irritated by the fool's actions Bellamin uses his stature to his advantage and places a swift uppercut to the assassin's minuscule genitals.((unarmed attack w/ advantage)) ",Damage
Perception,">Chest heaving, legs burning from exertion, Kal places his hands on his knees and tries to catch his breath.""Xsiol! Sothoc ithquenti xsioed Orge,"" Kal cursed in his native tongue, Draconic. ""Fuck."" He let out a frustrated roar.He made a mental note of the direction the Ogre was headed.  For a moment, he thought to give further pursuit, but the moment passed.  He knew he needed to get back to his party.  Chasing the Ogre through out this damned city, would do no one any good at this point.Begrudgingly, he turned, and walked...definitely NOT sprinting, back to the inn.(Perception to try to identify the direction/location the Ogre was heading)  ",Perception
Perception,">Bellamin moves to inspect the room noted by the barmaid. Looking for anything of note in the room, Bellamin rifles through the inn-keep's various shelves, nightstand, and footlocker. ((Perception)) Based on the information from the barmaid, Bellamin knew he should not have trusted the weaselly ale slinger. ",Perception
Perception,">As the adrenaline from the previous skirmish subsided, felt more drained than he normally would. Thinking back to the strange voices he was “hearing” in his mind, he worried that he had been cursed or hexed, but the slight metallic clink and burning at his lower back reminded him of the not insubstantial amount of platinum he was wearing. Feeling some relief, the sight of the rubber suit causes his heart to drop as he recalls the image of the elf barreling into him as he originally entered the inn again. The half-elf stifles an oath as the barmaid describes the man that ran out. The elf that barreled into him had no pack and there had been no pack discovered. Watching his friends move to investigate Staven’s quarters and Santiago scrying. moves to make his way to road directly in front of the inn to see if he could spot Kalen. As he stepped out, the bard looked around to see if anyone who met the description of “small man with a pack”. Fishing around in his pocket, Raf pulls out a small piece of copper wire as he spots Kalen. Pointing at the dragonborn he makes use of Message, “Staven was an imposter in some form of disguise. The only description we have of the imposter is a small man with some form of pack.” The cantrip would allow Kalen to respond, but this could potentially be unnecessary.  Recognizing someone who was across the lane from the Inn before the excitement started, approached him, “Pardon the interruption sir, but in all of the commotion and panic from the afternoon’s events a friend of mine dropped something out of his pack. I feel compelled to return it to him, but I lost him in rush out of the inn. He’s a smaller man, and would have had a pack on his back. I wish I could describe him better, but my memories a bit fuzzy after getting knocked around.”  It was a long shot that the bystander would have any information, but the chance to persuade someone was never lost on .  Perception check to spot the “small man with a pack”  Persuasion check to get information from the bystander.  ",Perception
Persuasion,">As the adrenaline from the previous skirmish subsided, felt more drained than he normally would. Thinking back to the strange voices he was “hearing” in his mind, he worried that he had been cursed or hexed, but the slight metallic clink and burning at his lower back reminded him of the not insubstantial amount of platinum he was wearing. Feeling some relief, the sight of the rubber suit causes his heart to drop as he recalls the image of the elf barreling into him as he originally entered the inn again. The half-elf stifles an oath as the barmaid describes the man that ran out. The elf that barreled into him had no pack and there had been no pack discovered. Watching his friends move to investigate Staven’s quarters and Santiago scrying. moves to make his way to road directly in front of the inn to see if he could spot Kalen. As he stepped out, the bard looked around to see if anyone who met the description of “small man with a pack”. Fishing around in his pocket, Raf pulls out a small piece of copper wire as he spots Kalen. Pointing at the dragonborn he makes use of Message, “Staven was an imposter in some form of disguise. The only description we have of the imposter is a small man with some form of pack.” The cantrip would allow Kalen to respond, but this could potentially be unnecessary.  Recognizing someone who was across the lane from the Inn before the excitement started, approached him, “Pardon the interruption sir, but in all of the commotion and panic from the afternoon’s events a friend of mine dropped something out of his pack. I feel compelled to return it to him, but I lost him in rush out of the inn. He’s a smaller man, and would have had a pack on his back. I wish I could describe him better, but my memories a bit fuzzy after getting knocked around.”  It was a long shot that the bystander would have any information, but the chance to persuade someone was never lost on .  Perception check to spot the “small man with a pack”  Persuasion check to get information from the bystander.  ",Persuasion
Insight,">Looking at the now more open floor plan of the inn, ""I guess we either need to move on to another inn or get out of town."" He makes his way over to Santiago. ""And here i thought that the Innkeep couldnt get any uglier. Also we might want to gather our belongings from our rooms before this inn catches a nice breeze and is no longer able to host patrons. You also wouldnt happen to know the location of the bronze statue we were here for originally, would you Santiago?""Looking over the rubbery object, ""So you say that a small man ran out of the Innkeeps office,"" he asks the barmaid. ""Could you possibly give us a better description of him?"" A sly grin appears on his face. ""Well if you said it came from a small man then a small man we have. We should try to convince Bellamin to try it on and see what happens.""*makes a insight check to see if the barmaid is being dishonest* ",Insight
Perception,">Kal shrugged at the lack of answers to Raf and his questions, when suddenly a thought occurred to him;Who was watching their haul from the previous job?  Was it still in the rooms of the inn?  He decided to make his way back to the inn, head to the rooms and look for anything suspect.  What if this was all a diversion to steal what they had worked so hard to procure?  He said a silent prayer to his ancestors, at least they hadn't picked up the very pricey package just yet...(Perception check for our rooms when I get there) ",Perception
Investigation,>(adding an Investigation check to do a more thorough look through the rooms) ,Investigation
History,">Growing annoyed with the yes men surrounding him trying to squeeze every last coin out of him, he heads back to the inn. With little to no outward appearance of it, is thoroughly upset with himself. Regardless if this person was who had been posing as Staven or not, they had information and the bard wanted it. Crossing the threshold into the inn, the sight of Santiago in the middle of a scry gives him some measure of hope. was always thankful to have fallen in with this lot, their varied skills and abilities allowed for them to pick up a trail that to anyone person would have grown cold. While Caeldrim and Bellamin discuss their findings and Kal makes his way upstairs, goes behind the bar and grabs the finest wines and whisky he can identify and pours each of his companions a drink. Downing his dram of whisky he pours another, much larger cup.  Turning to regard Santiago and his other compatriots, “I think it’s best if we find a place outside of the city for tonight.” Looking around he drops his voice slightly, it wasn’t overly quiet in the inn but he didn’t want any eaves droppers getting any ideas, “We need to make way for Waterdeep in the morning. We have one resourceful individual after us, I don’t want to add another.” With the deposit, gaining passage by sea would not be out of the question, and would serve to keep ogres from sneaking in the back door as it were.  Turning back to his whisky focuses on how the main target of the day’s attacks was Bellamin. Bellamin could be a hothead, but he was not known for being one that would go out to instigate a fight with someone. While three years was a long time to remember squabbles, tried to think of any events that the halfling had been involved with that would lead to all of this.  ((History check to recall any events Raf witnessed or heard of that would spur this on.)) ",History
Investigation,">Clutching the statue in his left hand, Kal wyrms his way down to the common room to join his friends.  The smell was atrocious and offensive to his sensitive nostrils and tongue.He turned to Santiago and chucked the statue to him.  ""Might want to keep a better eye on this, friend."" he said turning back to the group.""Today's been..."" he paused trying to find the words. ""interesting to say the least.  I agree with Raf, we should probably NOT stay in the city tonight but we HAVE to come back to the docks before noon tomorrow.  There's a metric fuck-ton of money riding on this job and certain conditions being met and maintained."" He eyed Bellamin, then a knowing glance to Raf.Kal began to rummage behind the bar....there had to be some serviceable firewater that hadn't been broken in the chaos here somewhere... ",Investigation
Investigation,">As Kal summarizes the events of the day Raf pours another measure of whisky for Cael, he nods in agreement. “This job is either going to make us far more coin than we would have thought, or we’re all going to be flayed alive.” Pausing for a moment to let this sink in, “We’re acting as couriers for Lord Baric, ranking member of the Lord’s Court of Waterdeep. Time is of the essence; we have nine days to make delivery.” Taking a large drink of whisky, “There are enchantments on this parcel that if attempts are made to circumvent the locks, Lord Baric will know, and rather than us collecting the rest of our 50,000 gold, we will be in the Lord’s debt for 100,000 gold…” leaves this to sink in. Pouring another measure of whisky, it was a good day for the drink, feels it stick in his throat at the mention of drow from Santiago. Forcing it down, the bard remembered stories his father told of the dark elves and their hatred for all surface dwellers, especially surface elves. “I cannot recall any dealings with drow for my part.” Thinking more on the drow situation remembers the strange things he ‘heard’ before the commotion with the ogres. Where the two connected? Standing with Santiago, the half-elf makes an inventory of his gear. “I’m going to collect my things and see to provisioning supplies for the journey. The package we are to deliver are too large for our current mounts, so a wagon may be necessary.” Moving to the stairs, every shudder of the building causing a flinch, “Maybe with the drow situation it would be best for us to make our way to Waterdeep by sea. If we stay close to the shore we should be able to avoid bad weather and pirates. The drow may have power magic working for them, but I don’t imagine there’s much sailing experience in the Underdark.” In his room he noticed that the room was out of order, but nothing jumped out at the bard. With the way that things had gone, still gave his pack and gear a once over. Coming back down stairs and stepping back onto the high road, he looks to Santiago, “I’ll meet you and the others north of the docks. There will be enough coming and going that we shouldn’t be too noticed.”  gives pause a few moments in the event anyone cared to join him.  ",Investigation
Investigation,">Thinking about a locked chest that cant be unlocked, his fingers start to itch with excitement. ""Well ive never come across a lock i havent been able to pick, but i dont know if i want a noble of Waterdeep to have us on his shit list. We could retire from adventuring with that much money."" Caeldrim enjoys the second glass of whiskey. He follows Raf up to his room to collect his gear so we can move. The swaying of the building doesnt effect him as he gathers his things from his now somewhat ransacked room. Once done putting his pack together he grabs a couple bottles of whiskey for the road since this place isnt going to need it.""So are we staying together or are separating til tomorrow. It might not be the best idea to split up. Anyone know of a nice Inn in town we can stay at?"" Caeldrim follows Santiago out of the building because he is not a fan of unburying himself. ",Investigation
Persuasion,">Caeldrim cant help but feel on edge in the Inn considering their last adventure that is still vivid in his thoughts, as it was just a couple of hours ago. Looking around at his visibly downtrodden companions, ""We'll take some of your finest grub for all of us, along with some ale too. So do you and the wife do the cooking? Its been a minute since ive have a meal as hearty as a dwarven meal."" Caeldrim lets a bit of a chuckle as he starts to relax a bit.""Say there good innkeep, heard any good rumors of late? Any interesting tidbits that might only grace your ears,"" he places a good amount of gold to cover all the food and a bit extra for his time and info. ""My compatriots and I have had quite a day and dont really want trouble to be finding us again."" ",Persuasion
Perception,">Most would have thought that the noble born half-elf preferred finer establishments, but the Dockside Inn was his kind of place. The proximity to the sea gave the air a heavy, wet feeling and the brine smell of the ocean completed the environmental ambience. Hearing the fellow musicians playing lute and pan pipes helped him to relax a modicum from the days events. The barmaid gets a sly half smile and wink as she leads the group to the table. “Thank you.” While had the reputation for being a cocksman, he was looking for something to distract him from the repeated attempts on their party.  As the innkeeper came to their table, nodded a greeting and was interested by the dwarf’s accent and speech pattern. “I’ll be drinking your finest dwarven spirits.” It had been some time since he had tasted it, but could think back to dwarven fire whiskey, the dwarves said that the secret was the clerics beseeched Moradin’s blessing, but the bard expected that the fermenting tanks were held above the forges that ran night and day.   gave a selection of coins to the dwarf to coax any information he may have, and for his discretion. “Pardon me gentlemen, I must indulge myself.” After taking hold of his lute, the bard approaches the musicians and gets their approval to sit in for a song. explains the gist of the song and after warming up with a few strums begins singing, the notes of the song invoked the feeling of an epic adventure, with a shade of tomfoolery.  “Oh, the dragon's balls were blazin' as I stepped into his cave Then I sliced his fuckin' cockles with a long and shiny blade 'Twas I who fucked the dragon, fuckalizing fuckaloo And if you try to fuck with me, then I shall fuck you too.” The previous residence at the Laughing Gnome would have never been receptive to this ballad, but this inn would find the humor in the song and cheer as the song played.  From where he was playing gave the entrance of the inn an intense once over, looking for signs of nervous folk, or those who might be exuding anxiety.   Thanking the musicians for allowing him to join their set for a song and promising to come back for another song later in the night, the bard returns to his companions ready for food, drink, plotting, and any information the innkeeper may have.  ((Perception check as Raf looks around the room)) ",Perception
History,">Settling into the common room amongst his companions, Bellamin reflects on the events of the day. He was relatively sure he had heard one of the Ogres rumble something about a little man and the ""merchant"" that had led the attack in the marketplace seemed to have had a special interest in Bellamin as well. Unfortunately the halfling had a tendency to let his mouth run more often than not, however his fists had always been able to back up the insults that had always sprung forth. Surely he had made a plethora of enemies in his past, but had he offended one enough to pursue him to such reckless ends?((History check))Breaking from his reflections Bellamin recognized a familiar aching in his loins, after Cael placed his order for grub and drink Bellamin added to the order ""Innkeep! Might you send over a few of your 'staff' to keep me company as well? It has been at least 12 hours since I was last comforted!"" Bellamin scans the room for any potential single use companions. ",History
Persuasion,">The faintest hint of a scowl twitches across Milo's face before he tosses back his head and laughs. ""Lawks, yes, I can be forgetful. Had quite a reputation for that in the Shire, you know. Was quite the asset when I would help my Uncle Mortimer, the Sheriff, with his investigations. Oh I could poke around nearly anywhere pretending to look for something I had forgotten, and folks would say 'Oh, that's just Milo.' But I suppose old Drucbord is wise to me; I respect that."" With a wink, he vaults from his chair and slips away between the legs of the tall folk crowding the inn floor.A few minutes later, the crush of patrons parts momentarily as Milo returns to the table, rolling a full rundlet before him. ""Drucbord's quite a good chap, isn't he? He settled for a very agreeable sum, I must say. Bless me, I'm still not entirely sure why we're leaving Dale.""""Rafferty, if you will,"" he says, gesturing towards the barrel. ""Now, let us be off to Thrun's."" ",courtesy
History,">Stands and bows, though he has not been to Imladris in his travels, Amdir has seen envoys at Lothlorien before. This is undoubtably one of the Noldor, who have knowledge from out of the Uttermost west. (has been in Valinor? Did he return with the sons of Feanor or of Fingolfin? Or is he old enough to be one of the survivors of Gondolin?Lore roll reveals he is of the Noldor - which explains the vitality of the elf. Insight suggests that it is a good idea to permit the elven prince to continue his own introduction, rather than second guess him! ",Lore
Insight,">Stands and bows, though he has not been to Imladris in his travels, Amdir has seen envoys at Lothlorien before. This is undoubtably one of the Noldor, who have knowledge from out of the Uttermost west. (has been in Valinor? Did he return with the sons of Feanor or of Fingolfin? Or is he old enough to be one of the survivors of Gondolin?Lore roll reveals he is of the Noldor - which explains the vitality of the elf. Insight suggests that it is a good idea to permit the elven prince to continue his own introduction, rather than second guess him! ",Insight
Persuasion,">Steps forward and gives a short bow, duplicating the movements of Amdir, though he is  less certain of the character of this ... being. He has an air of nobility. But a high blown air. He will attempt his most regal style.""  Vanyantar, emissary of Rivendell, welcome to Dale.In sooth, the palace of King Bard is but a step away. For those who wish to seek audience, a person to speak with first would be one of his higher counsellors, members of the nobility such as Lords Hakon or Jofur. Some others might be approached to arrange an introduction. "" pauses while a set of Dale's bells ring out from close by, ""those very peals we have just heard signal the close of the palace and a guard change in fact. The morrow is not a day for open conference and few will be attending court.  In fact, I happen to be aware that King Bard often takes such times to be with his son and may not be receiving for two more days. My commander, Captain Elstan, would be the only person whom would be immediately available currently. If you have letters of introduction, or your visit is arranged, you can report to him tomorrow.Ah, I forget myself, there is state business that has been recently delayed, and even now, we are a group aiming to solve that delay. If I had to determine a guess, the King will be finding this business a matter that is the most pressing for his time and attention. As a humble servant of the king, I cannot presume what to offer as advice for such a Lord as yourself.""(Have rolled courtesy simply to suggest how polite he is going to try to appear.) ",Courtesy
Persuasion,">Hello.  He stammers.  I am Sigeric, son of HArtfast, of the Woodmen.  I know our woods well, but beyond that, I have only seen Dale and the Iron Hills.  My dog, Garm, and I are tagging along with this company as the Woodmen wish to understand the changes occurring in and around our wood. (Given no skill in Courtesy, the rough woodsman stumbles over his words and looks askance as he talks to you.  The dog, on the other hand, walks right up and sniffs the Noldo’s crotch) ",Courtesy
Persuasion,">I could get you an interview with the King, he boasts, and then realizes he may have overstated his connections. He then carries on with more aplomb:Let me introduce myself: Adalfinn, of the Borgson clan, one of the King’s guard.As others have mentioned, a faster route on the King’s calendar may be through the nobles, the caption of the guard, or, as it happens, joining us to speak to dwarven emissary Balin, son of Fundin, to see if he needs assistance or has information regarding a certain missing dwarven scholar. ",Persuade
Persuasion,">I could get you an interview with the King, he boasts, and then realizes he may have overstated his connections. He then carries on with more aplomb:Let me introduce myself: Adalfinn, of the Borgson clan, one of the King’s guard.As others have mentioned, a faster route on the King’s calendar may be through the nobles, the caption of the guard, or, as it happens, joining us to speak to dwarven emissary Balin, son of Fundin, to see if he needs assistance or has information regarding a certain missing dwarven scholar. ",Courtesy
History,">""Milo, I am afraid the details of the identity of the scholar were never shared with me, and I did not think to ask. I only heard about the scholar's presence in passing. While it is quite rare to see Naugrim scholars in Rivendell in these days, it is not unheard of, especially since Bilbo and Thorin's company visited us."" looks gravely at Amdir. ""We do not have the same adversion to the people of the mountains that our counterparts in Lorien do.""""Zaken, I cannot say when the Dwarf left Rivendell, for it was not a concern of mine, and I did not pass the Dwarf or any caravan of Dwarves on my journey here. But it is unlikely that I left the Dwarf in Rivendell, for he arrived near on two moons ago, and our library is not full of things that would likely concern Dwarves. I am sure that he left long before I departed.""Is it not so that Dwarves tend to travel around the Greenwood, or Mirkwood as you call it, rather than through it? Many of the Naugrim maintain settlements and outposts along the mountains that border the northern edge of the Greenwood. It seems likely he would travel that way.""And forgive me for my ignorance regarding the manner or business of Dwarves, but Elves tend to assume that other Elves are only 'missing' if they are expected within a narrow window of time. Otherwise, each person's time is their own, and they may arrive and leave at their leisure.""In other words, it certain that the Dwarf wants to be found or considers himself missing?"" ",Lore
Riddle,">""Milo, I am afraid the details of the identity of the scholar were never shared with me, and I did not think to ask. I only heard about the scholar's presence in passing. While it is quite rare to see Naugrim scholars in Rivendell in these days, it is not unheard of, especially since Bilbo and Thorin's company visited us."" looks gravely at Amdir. ""We do not have the same adversion to the people of the mountains that our counterparts in Lorien do.""""Zaken, I cannot say when the Dwarf left Rivendell, for it was not a concern of mine, and I did not pass the Dwarf or any caravan of Dwarves on my journey here. But it is unlikely that I left the Dwarf in Rivendell, for he arrived near on two moons ago, and our library is not full of things that would likely concern Dwarves. I am sure that he left long before I departed.""Is it not so that Dwarves tend to travel around the Greenwood, or Mirkwood as you call it, rather than through it? Many of the Naugrim maintain settlements and outposts along the mountains that border the northern edge of the Greenwood. It seems likely he would travel that way.""And forgive me for my ignorance regarding the manner or business of Dwarves, but Elves tend to assume that other Elves are only 'missing' if they are expected within a narrow window of time. Otherwise, each person's time is their own, and they may arrive and leave at their leisure.""In other words, it certain that the Dwarf wants to be found or considers himself missing?"" ",Riddle
Performance,">Drinking and toasting by the fire after a long working day to rebuild the damaged door of the village, heard a group of Dunlendins challenging one another to a singing contest. He could not understand the words of their language, but he liked their exotic melody made of unpolished but very effective tunes. That gave him the idea of composing a song to pay homage to Lady Edelyn, hero of the Battle of Stanshelf, and as a gift to his companions. He based his song on a Gondorian melody traditionally used to celebrate a victory and pay honour to those heroes who sacrificed themselves for the good of their land and the safeness of their companions.The sun was red when they came like a slidedown from the mountains to burn and slaughterthey flooded fields and barns like a black tidethey wanted the Lady to tear asunderThe sun was red when the spears were thrown and like a rain of stars they fell on themwhile the Lady rode against their chieftain aloneher spearhead shone like a red fearful gemThe sun was red like an opening budwhen challenged the vile creatureand watered his sword with its black bloodbut he did not pierce its iron armourThe sun was red like a bloody tearwhen Banog’s mount was woundedbreaking with its fall his horseman’s spearwho, nimble like a bird, with a jump dismountedThe sun was red when ' voice rangclear and bright like a morning starpiercing like an arrow the battle clangmarking foes' hearts with a light scarThe sun was red when the Gondorian swordsglistened high with the same colourReaping heads through the enemy hordesShowing their mastery and their undisputed valourThe sun was mirroring the Lady’s ragewhen she rode towards the fanged monsterwith fierce eyes going on the rampageand lo! With a mighty blow she beheaded the creatureThe enemy host swayed at her victorious cryand like a sail which flaps like a flag once its bounds end up to untieit disbanded running away like a scared ragtagwhile the sun was sinking red into the western seablessing with her last rays the free people victory.Having composed the song, looked for his companions to show them his new work and he found them debating where to go once they would leave the village of Stanshelf.He listened carefully to their different opinions and proposals, then he chimed in after ' remark.""It seems we don't lack important errands, my friends.""Then he paused smiling at his companions and nodding his approval.“However, I need to remind you that we were on a mission for the King and Queen of Rohan, thus, before we embark upon a new enterprise, we had better conclude this one reporting its  result to Their Majesties. Having said that, I will be glad to be with you anywhere you’ll spur your mounts! In the meantime, please let me have the opportunity to sing you a song which talks about the recent heroic deeds in which we all played a main role! ”(OOC: I opted for ""Write a song"" as untertaking, [Rivendell, page 23], using ""traditional"" and ""thematic"" modifiers to decrease the TN from 18 to 14)(OOC: EDIT after the roll: I spend a point of hope to turn it into a Success. So that we can try to sing it during the adventure phase (TN20 unluckily):""Then, all companions may make a Song roll.• If a hero succeeds in his roll, he is Inspired until the end of the session: an Inspired companion may ‘spend’ his inspiration to add 2 Success dice to any one roll.• If the number of successes rolled by the companions as a whole matches or exceeds the number of heroes in the group (a great success counts as 2, and an extraordinary success counts for 3), the company gains a temporary Fellowship point, usable only during the current session.Each song may be employed by the company once for each Adventuring phase (twice if it is an Elvish song): mark a song off the list once it has been spent. A song must be marked off whether it has been used successfully or not."") ",Song
Survival,">Over the weeks of restoring folk to their farmsteads, a kind of rivalry came to the fore among the trackers in particular as to who could do the best at restoring lost animals and feeding the folk from the land.  cemented his reputation as a hunter and tracker among the folk, but did not greatly distinguish himself.OOC: Compete in the Field of Heroes, rationalised for the current situation; opting for Hunting because it fits best into the activities already described and is favoured. Result; ordinary success, cost of Standing 1 will be reduced by 3 when he eventually comes to purchase it. Apologies to all for the retrospective! ",Hunting
Roll,> composes an epic lay about the renowned and her redoubtable people. (here goes!) ,Roll
Convince,">Suzune nods to Ebony.""It is not often my little kitling comes to me directly for help in such matters. It tickles this old woman's heart to learn that her pride does not overrule her sense in all things.""If Inari could, she'd probably be sliding under the table in utter embarrassment at this. That her patron is enjoying the opportunity to tease her is only too clear.""You try, of course.  You lend them the Tale of Genji and the tale of the Forty-seven Ronin and the Book of Five Rings, and they show no sign of understanding a word of it until something like this comes along and they prove they listened to you all along."" She heaves a melodramatic sigh. ""Do keep a firm and brotherly eye on my protege, Lupo-san. And you also, Jonesu-san. She is a silly girl but she is dear to me and I have invested some trouble in helping her become more than just another half-gaijin castoff.""With that, she finishes her tea, sets the cup on the table, and rises to depart.""Please finish at your leisure. I shall go now and send word to the proprietor, who will be ready for you to visit.  Good day.""Inari gulps, bows to her mentor, and waits until the woman is well clear of the room before speaking.""Forty-seven ronin and the patience of the spider?  Great. She thinks I'm going traditional."" ",Convince
Roll,>travel check... ,Roll
Roll,>travel check... ,Roll
secret,>An arm and leg are removed by Meikes attack but the creature still stands ,secret
Secret,>An arm and leg are removed by Meikes attack but the creature still stands ,Secret
Roll,">The flamethrower engulfs the remaining zombie, allowing Mieke to get away. Then ut turns towards the fog and and readies itself for the next wave. ",Roll
Roll,">Alexi throws the dagger in hand at the zombie.""Hey Mieke, can you grab that?"" ",Roll
Thoughts and Prayers Wisdom save ,">Mieke reflects on that, feeling even more puzzled and not knowing quite what to say. Cautiously, she casts a glance at Laurel and Alexi to see what they make of this eerily composed patrician and his unexpected appearance here. ",Thoughts and Prayers (Wisdom save)
Roll,">""Sounds like a fun time, what would I have to do?"" ",Roll
Perception,">Mieke had just been about to ask him how his people feel about packs of wandering dead swarming their own backyard and his role in keeping them safe. Even rattled as she is in facing the impressive lord, her critical outlook on those who fail to properly balance their power and benefits against their social responsibilities would almost always find a voice.She supposes it matters not that he is leaving, however, as he has little reason to offer honest answers and meaningful discourse to her disparate group of Sword Coast agents. ",Perception
Perception,">""Invited us?"" Laurel laughs. ""An invitation that you 'accepted,' for us without our agreeing or even knowing? I know another name for that. I know a few names for someone who would call that an invitation as well."" ",Perception
Roll,">Alexi is just standing there, staring curiously at the vampire. ",Roll
What Remains of the Remains Perception ,">""Liesje,"" Mieke breathes emphatically, taking a reflexive step forward as if in distressed pursuit as the Count settles into his conveyance. She shakes her head in befuddlement as the deeply troubling image swiftly resolves itself into this grim reality instead of a heart-wrenching memory. She cannot say if it is an illusion she had glimpsed or simply the effects of stress layered upon physical trauma but she doesn't much care for the implications either way.""Poor fellow,"" the young woman observes once Alexi points out the woefully misplaced body, almost glad for the grisly distraction. She has seen her share of dead bodies during her time with the Flaming Fist—murders and accidents and so on within Baldur's Gate's numerous districts—but it isn't something she had ever grown complacent over. Much as the other guards seemed to embrace detachment, Mieke has never been able to ignore the idea that this fragile, ruptured, and neglected vessel had been a living being with thoughts and dreams and loves and fears not so long before. ""Perhaps the Burgomaster can tell us if he had family,"" she suggests in a subdued tone after perusing the letter. She crouches to search the dead man for any more clues to his identity, wincing as her multiple injuries appeal their case. ""They'll want to know what happened, I should think. It seems like he might have been on a mission ... ""She considers their next steps for a long moment of silence.""You may have these back,"" Mieke says abruptly but with a conspicuously neutral voice, rising and gingerly pulling off the ensorcelled goggles and handing them to Alexi. ""I've done nothing to earn your reproachful words during the attack and I'd rather stumble blindly in the dark than suffer ridicule. I am not ungrateful for the loan but if the cost is weathering abuse, then please take them back.""She meets the inventor's gaze levelly as she speaks and she's never been much good at masking her emotions so the hurt in her own honey-colored eyes is fairly plain. It may be safe to surmise that the Sembian is overreacting but she's still a young woman far from home for the first time and cut off from any friends or family she ever valued. This state doesn't appear likely to change in the near future and the newest pressures can't possibly be improving her severe outlook. Self-doubt is the only thing she has in great abundance, aside from resolve, and since waking up near the gray and muddy road one is steadily pulling ahead of the other. More than anything else, despite her physical prowess, she really seems like someone who doesn't want to feel alone.""I cannot tell if you two can sense it but I believe we have wandered into a very bad place,"" Mieke explains carefully. ""We may well be in over our heads here. And we need to be able to count on each other if we are to survive. Respect is key."" She purses her lips in a prim, pensive expression before continuing. ""If you do not believe me worthy of fighting by your side, Alexi, then I do not want your pity. And I will most certainly not accept your mockery. If we are to be teammates, I deserve better than that."" ",What Remains of the Remains (Perception)
Survival,">Laurel approaches Mieke as she studies the corpse, putting a hand on the paladin's shoulder.""Do not be quick to take offense,"" she says. ""Few are steady enough to choose their words considerately when fighting for their life. I think you are right, that we are not in a natural place. If that were in doubt, it seems we have been summoned here by a vampire. I have two allies here. I would not see a wedge driven between any of us.""She hunkers down to inspect the pawprints, to try to identify the animals that did this. ",Survival
Roll,">After handing the note off to Mieke, Alexi had gone to search the surrounding area for additional bodies or anything else beyond the small area contained in the brush.As Mieke addressed Alexi, she'd listen silently to the words spoken. When done, Alexi would respond without taking the goggles.""I apologize if I hurt you, I was only teasing. Nobody hits every shot or blocks every attack and you're not being held to such an outrageous standard. I won't speak of your blunders again, but I can't have a blind girl watching my back."" ",Roll
Avenger Heal Thyself Cure Wounds ,">Nodding again but scrutinizing the other two carefully as if she secretly suspects they might be putting on a brave face just for her sake, Mieke hefts her pack with the intent of following Laurel's trail. Finally glancing down at herself, she must indeed acknowledge that she's something of a mess.""Idr iwf Ts tbn,"" she murmurs, somewhat self-consciously performing the brief but elaborate hand gestures needed to give the mystic healing words power in the physical world. It's a curious sensation, as of hot wax dripped from a candle along her open wound, but not in an especially unpleasant manner. That psychosomatic heat dims quickly to a more soothing sensation, almost like gentle fingertips curiously teasing her torn flesh. There's something both reassuringly familiar and exhilaratingly unusual about the touch of the power of her goddess.It takes some getting used to.""Better,"" Mieke says simply, flexing her well-toned limbs to ascertain their recovery. ""At least a little."" She realizes it's going to be a long time before she puts this experience behind her. ",Avenger Heal Thyself (Cure Wounds)
Cure Wounds on Mieke,">Laurel looks at Mieke as she chants, and then really notices the severity of the other woman's wounds.""Oh,"" she says. ""Let me help."" She takes a leaf from a pouch at her waist and chews it until it is soft and pulpy. Then she presses it into the wound.   ",Cure Wounds on Mieke
Roll,">""This should also help.""Alexi pulls out a small, mechanical spider and puts it on Mieke's forehead. Upon squishing the abdomen between her fingers, the spider bursts into a wave of even smaller spiders that run over Mieke's wounds and stitch them up as they go. When done, they returned to her forehead and reformed the original spider.""There, that should-""As they walked, Alexi could see something in the brush up ahead. She moved closer to figure out what it is. And that's when she saw Brix, standing there with bandaged wounds.""Brix? You're here too? This is just crazy."" ",Roll
Whatever Skill you decide,">""Alrighty then. Laurel, if you would.""Alexi motioned for the Ranger to take the lead, she being the most perceptive and scout-like of the bunch. Alexi then took a look at the map. Her 1st priority was committing it to memory. Every mountain, every road, every landmark. If something happened to this map, it was important that she be able to remember. So she made sure that she could remake the map from memory, if need be. ",Whatever Skill you decide
Perception,">Laurel leads them back to the road, and then follows it away from the gate.  ",Perception
Survival,">""Not by magic, but there are other ways,"" Laurel says, walking down to the river to check out the water. ",survival
Perception,">Laurel fills her waterskin and gives another look around.""So it may feel,"" she says to Mieke. ""But you heard the vampire. It is his will that brought us here. If anything, it is we who are trespassed upon.""  With that, she starts back down the road, always keeping a careful eye out. ",perception
Black,>Test ,Black
White,>Test ,White
We're,>Test ,We're
All,>Test ,All
Dead,>Test ,Dead
Roll,>Secret roll A ,Roll
Roll,>Secret roll B ,Roll
Come On Less Than One!,">Testing for Ruin. And, uh, I think Ennan's Ruin is 0, so...Yeah. ",Come On Less Than One!
Roll,>Secret roll C ,Roll
Roll,>Secret roll D ,Roll
Roll,>Ruin! ,Roll
Reduction,>Reduction roll ,Reduction
